"reviewPriority","reviewBatch","playerKey","playerName","classicRole","mantraRoles","realTeam","realTeamOriginal","fantacalcioId","quotationCurrent","fvm","fantasyRoster","fbrefSearchQuery","fbrefSearchUrl","fbrefId","fbrefName","fbrefUrl","matchStatus","confidence","source","sourceVerifiedAt","mappedInRelease","notes"
"125","batch-03","fc-5513","Dumfries","D","E","INT","Inter","5513","12","56","Prestige Worldwide","Dumfries Inter fbref","https://fbref.com/en/search/search.fcgi?search=Dumfries%20Inter%20fbref","481c9ece","Denzel Dumfries","https://fbref.com/en/players/481c9ece/Denzel-Dumfries","confirmed","0.98","FBref","2026-06-05","V375","Nome listone cognome: associato a Denzel Dumfries, Inter. Batch-03 verificato manualmente su FBref."
"118","batch-03","fc-7314","Taylor K.","C","C/T","LAZ","Lazio","7314","14","52","Olympic Salerno  FC","Taylor K Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Taylor%20K%20Lazio%20fbref","ad9b2747","Kenneth Taylor","https://fbref.com/en/players/ad9b2747/Kenneth-Taylor","confirmed","0.98","FBref","2026-06-05","V375","Nome listone Taylor K.: associato a Kenneth Taylor, Lazio. Batch-03 verificato manualmente su FBref."
"111","batch-03","fc-309","Dybala","A","A","ROM","Roma","309","13","50","Real Pisistrius","Dybala Roma fbref","https://fbref.com/en/search/search.fcgi?search=Dybala%20Roma%20fbref","e0921a4f","Paulo Dybala","https://fbref.com/en/players/e0921a4f/Paulo-Dybala","confirmed","0.98","FBref","2026-06-05","V375","Nome listone cognome: associato a Paulo Dybala, Roma. Batch-03 verificato manualmente su FBref."
"138","batch-03","fc-4409","Rrahmani","D","Dc","NAP","Napoli","4409","11","45","Olympic Salerno  FC","Rrahmani Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Rrahmani%20Napoli%20fbref","4b3e1a38","Amir Rrahmani","https://fbref.com/en/players/4b3e1a38/Amir-Rrahmani","confirmed","0.98","FBref","2026-06-05","V375","Nome listone cognome: associato ad Amir Rrahmani, Napoli. Batch-03 verificato manualmente su FBref."
"120","batch-03","fc-184","Bernardeschi","C","W/A","BOL","Bologna","184","13","33","Prestige Worldwide","Bernardeschi Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Bernardeschi%20Bologna%20fbref","ee93c1a9","Federico Bernardeschi","https://fbref.com/en/players/ee93c1a9/Federico-Bernardeschi","confirmed","0.98","FBref","2026-06-05","V375","Nome listone cognome: associato a Federico Bernardeschi, Bologna. Batch-03 verificato manualmente su FBref."
"142","batch-03","fc-2816","Di Lorenzo","D","Dd/E","NAP","Napoli","2816","10","28","Afc Severgas Baronissi","Di Lorenzo Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Di%20Lorenzo%20Napoli%20fbref","230a2fac","Giovanni Di Lorenzo","https://fbref.com/en/players/230a2fac/Giovanni-Di-Lorenzo","confirmed","0.98","FBref","2026-06-05","V375","Nome listone cognome: associato a Giovanni Di Lorenzo, Napoli. Batch-03 verificato manualmente su FBref."
"133","batch-03","fc-632","Zaccagni","C","W/A","LAZ","Lazio","632","13","25","Ac Milan","Zaccagni Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Zaccagni%20Lazio%20fbref","d85c238b","Mattia Zaccagni","https://fbref.com/en/players/d85c238b/Mattia-Zaccagni","confirmed","0.98","FBref","2026-06-05","V375","Nome listone cognome: associato a Mattia Zaccagni, Lazio. Batch-03 verificato manualmente su FBref."
"108","batch-03","fc-6989","Tiago Gabriel","D","Dc","LEC","Lecce","6989","10","25","Beetlejuice","Tiago Gabriel Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Tiago%20Gabriel%20Lecce%20fbref","19452285","Tiago Gabriel","https://fbref.com/en/players/19452285/Tiago-Gabriel","confirmed","0.98","FBref","2026-06-05","V375","Nome listone completo: associato a Tiago Gabriel, Lecce. Batch-03 verificato manualmente su FBref."
"113","batch-03","fc-4807","Hermoso","D","Dc","ROM","Roma","4807","13","25","real mappine","Hermoso Roma fbref","https://fbref.com/en/search/search.fcgi?search=Hermoso%20Roma%20fbref","555f3a0b","Mario Hermoso","https://fbref.com/en/players/555f3a0b/Mario-Hermoso","confirmed","0.98","FBref","2026-06-05","V375","Nome listone cognome: associato a Mario Hermoso, Roma. Batch-03 verificato manualmente su FBref."
"129","batch-03","fc-4734","Miranda J.","D","Ds/E","BOL","Bologna","4734","10","25","As Paperopoli","Miranda J Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Miranda%20J%20Bologna%20fbref","ead61f73","Juan Miranda","https://fbref.com/en/players/ead61f73/Juan-Miranda","confirmed","0.98","FBref","2026-06-05","V375","Nome listone Miranda J.: associato a Juan Miranda, Bologna. Batch-03 verificato manualmente su FBref."
"130","batch-03","fc-6556","Noslin","A","A","LAZ","Lazio","6556","14","24","As Paperopoli","Noslin Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Noslin%20Lazio%20fbref","2f067cf2","Tijjani Noslin","https://fbref.com/en/players/2f067cf2/Tijjani-Noslin","confirmed","0.98","FBref","2026-06-05","V375","Nome listone cognome: associato a Tijjani Noslin, Lazio. Batch-03 verificato manualmente su FBref."
"137","batch-03","fc-530","Pellegrini Lo.","C","C/T","ROM","Roma","530","13","24","FC DueFratelli2005","Pellegrini Lo Roma fbref","https://fbref.com/en/search/search.fcgi?search=Pellegrini%20Lo%20Roma%20fbref","4a5a45c7","Lorenzo Pellegrini","https://fbref.com/en/players/4a5a45c7/Lorenzo-Pellegrini","confirmed","0.98","FBref","2026-06-05","V375","Nome listone Pellegrini Lo.: associato a Lorenzo Pellegrini, Roma. Batch-03 verificato manualmente su FBref."
"131","batch-03","fc-6869","Ramon","D","Dc","COM","Como","6869","10","23","River Plaid","Ramon Como fbref","https://fbref.com/en/search/search.fcgi?search=Ramon%20Como%20fbref","4772b1d1","Jacobo Ramón","https://fbref.com/en/players/4772b1d1/Jacobo-Ramon","confirmed","0.98","FBref","2026-06-05","V375","Nome listone Ramon: associato a Jacobo Ramón, Como; omonimi controllati. Batch-03 verificato manualmente su FBref."
