"reviewPriority","reviewBatch","playerKey","playerName","classicRole","mantraRoles","realTeam","realTeamOriginal","fantacalcioId","quotationCurrent","fvm","fantasyRoster","fbrefSearchQuery","fbrefSearchUrl","fbrefId","fbrefName","fbrefUrl","matchStatus","confidence","source","sourceVerifiedAt","mappedInRelease","notes"
"407","batch-09","fc-7374","Mendy P.","A","Pc","CAG","Cagliari","7374","5","15","","Mendy P Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Mendy%20P%20Cagliari%20fbref","2bf26d08","Paul Mendy","https://fbref.com/en/players/2bf26d08/Paul-Mendy","confirmed","0.98","FBref","2026-06-05","V381","Nome listone Mendy P.: associato a Paul Mendy, Cagliari; distinto dagli altri Mendy non Serie A/Cagliari. Batch-09 verificato manualmente su FBref/search result."
"411","batch-09","fc-6486","Suslov","C","W/T","VER","Verona","6486","4","13","","Suslov Verona fbref","https://fbref.com/en/search/search.fcgi?search=Suslov%20Verona%20fbref","83fe71b8","Tomáš Suslov","https://fbref.com/en/players/83fe71b8/Tomas-Suslov","confirmed","0.98","FBref","2026-06-05","V381","Nome listone Suslov: associato a Tomáš Suslov, Verona; accento normalizzato nello slug. Batch-09 verificato manualmente su FBref/search result."
"403","batch-09","fc-7341","Amorim","C","M/C","GEN","Genoa","7341","5","11","","Amorim Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Amorim%20Genoa%20fbref","87c4d798","Amorim","https://fbref.com/en/players/87c4d798/Amorim","confirmed","0.98","FBref","2026-06-05","V381","Nome listone Amorim: associato al profilo FBref Amorim, Genoa; distinto da Rúben Amorim storico. Batch-09 verificato manualmente su FBref/search result."
"437","batch-09","fc-2653","Lykogiannis","D","Ds/E","BOL","Bologna","2653","2","10","","Lykogiannis Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Lykogiannis%20Bologna%20fbref","5efc5389","Babis Lykogiannis","https://fbref.com/en/players/5efc5389/Babis-Lykogiannis","confirmed","0.98","FBref","2026-06-05","V381","Nome listone Lykogiannis: associato a Babis Lykogiannis, Bologna. Batch-09 verificato manualmente su FBref/search result."
"409","batch-09","fc-791","Sabelli","D","Dd/Ds/E","GEN","Genoa","791","3","10","","Sabelli Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Sabelli%20Genoa%20fbref","0ccac09c","Stefano Sabelli","https://fbref.com/en/players/0ccac09c/Stefano-Sabelli","confirmed","0.98","FBref","2026-06-05","V381","Nome listone Sabelli: associato a Stefano Sabelli, Genoa. Batch-09 verificato manualmente su FBref/search result."
"426","batch-09","fc-327","Patric","D","Dd/Dc","LAZ","Lazio","327","3","10","","Patric Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Patric%20Lazio%20fbref","f7223718","Patric","https://fbref.com/en/players/f7223718/Patric","confirmed","0.98","FBref","2026-06-05","V381","Nome listone Patric: associato al difensore Lazio, distinto da omonimi non Serie A. Batch-09 verificato manualmente su FBref/search result."
"441","batch-09","fc-294","Rugani","D","Dc","FIO","Fiorentina","294","2","10","","Rugani Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Rugani%20Fiorentina%20fbref","14b8fcdf","Daniele Rugani","https://fbref.com/en/players/14b8fcdf/Daniele-Rugani","confirmed","0.98","FBref","2026-06-05","V381","Nome listone Rugani: associato a Daniele Rugani, Fiorentina/Juventus su FBref. Batch-09 verificato manualmente su FBref/search result."
"428","batch-09","fc-5610","Vranckx","C","M/C","SAS","Sassuolo","5610","1","9","","Vranckx Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Vranckx%20Sassuolo%20fbref","f86cd5df","Aster Vranckx","https://fbref.com/en/players/f86cd5df/Aster-Vranckx","confirmed","0.98","FBref","2026-06-05","V381","Nome listone Vranckx: associato ad Aster Vranckx, Sassuolo. Batch-09 verificato manualmente su FBref/search result."
"408","batch-09","fc-5540","Niasse","C","M/C","VER","Verona","5540","2","9","","Niasse Verona fbref","https://fbref.com/en/search/search.fcgi?search=Niasse%20Verona%20fbref","ff20acfe","Cheikh Niasse","https://fbref.com/en/players/ff20acfe/Cheikh-Niasse","confirmed","0.98","FBref","2026-06-05","V381","Nome listone Niasse: associato a Cheikh Niasse, Verona. Batch-09 verificato manualmente su FBref/search result."
"412","batch-09","fc-4890","Tameze","C","M/C","TOR","Torino","4890","1","9","","Tameze Torino fbref","https://fbref.com/en/search/search.fcgi?search=Tameze%20Torino%20fbref","8da74c05","Adrien Tameze","https://fbref.com/en/players/8da74c05/Adrien-Tameze","confirmed","0.98","FBref","2026-06-05","V381","Nome listone Tameze: associato ad Adrien Tameze, Torino. Batch-09 verificato manualmente su FBref/search result."
