"reviewPriority","reviewBatch","playerKey","playerName","classicRole","mantraRoles","realTeam","realTeamOriginal","fantacalcioId","quotationCurrent","fvm","fantasyRoster","fbrefSearchQuery","fbrefSearchUrl","fbrefId","fbrefName","fbrefUrl","matchStatus","confidence","source","sourceVerifiedAt","mappedInRelease","notes"
"451","batch-10","fc-6112","Iling Junior","C","E/W","PIS","Pisa","6112","3","11","","Iling Junior Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Iling%20Junior%20Pisa%20fbref","ba492306","Samuel Iling-Junior","https://fbref.com/en/players/ba492306/Samuel-Iling-Junior","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Iling Junior: associato a Samuel Iling-Junior, profilo con Pisa/Serie A. Non confondere con eventuali schede senza trattino. Batch-10 verificato manualmente su FBref/search result."
"475","batch-10","fc-7246","Sala A.","C","C","LEC","Lecce","7246","1","9","","Sala A Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Sala%20A%20Lecce%20fbref","93551864","Álex Sala","https://fbref.com/en/players/93551864/Alex-Sala","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Sala A.: associato a Álex Sala, Lecce; iniziale A. coerente, slug senza accento. Batch-10 verificato manualmente su FBref/search result."
"463","batch-10","fc-7356","Mlacic","D","Dc","UDI","Udinese","7356","2","9","","Mlacic Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Mlacic%20Udinese%20fbref","170cadab","Branimir Mlacic","https://fbref.com/en/players/170cadab/Branimir-Mlacic","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Mlacic: associato a Branimir Mlacic, Udinese. Batch-10 verificato manualmente su FBref/search result."
"479","batch-10","fc-7276","Cremaschi","C","C","PAR","Parma","7276","1","8","","Cremaschi Parma fbref","https://fbref.com/en/search/search.fcgi?search=Cremaschi%20Parma%20fbref","03a446a2","Ben Cremaschi","https://fbref.com/en/players/03a446a2/Ben-Cremaschi","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Cremaschi: associato a Ben Cremaschi, Parma; FBref usa Ben e non Benjamin. Batch-10 verificato manualmente su FBref/search result."
"453","batch-10","fc-7254","Lorran","C","T","PIS","Pisa","7254","3","8","","Lorran Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Lorran%20Pisa%20fbref","f87b8eed","Lorran","https://fbref.com/en/players/f87b8eed/Lorran","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Lorran: associato al profilo FBref Lorran con Pisa/Serie A; distinti altri omonimi brasiliani. Batch-10 verificato manualmente su FBref/search result."
"489","batch-10","fc-5561","Stengs","C","W/T","PIS","Pisa","5561","1","8","","Stengs Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Stengs%20Pisa%20fbref","8f7e6783","Calvin Stengs","https://fbref.com/en/players/8f7e6783/Calvin-Stengs","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Stengs: associato a Calvin Stengs, Pisa/Serie A. Batch-10 verificato manualmente su FBref/search result."
"467","batch-10","fc-7335","Zatterstrom","D","Dc","GEN","Genoa","7335","3","8","","Zatterstrom Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Zatterstrom%20Genoa%20fbref","10a69a43","Nils Zätterström","https://fbref.com/en/players/10a69a43/Nils-Zatterstrom","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Zatterstrom: associato a Nils Zätterström, Genoa; carattere svedese normalizzato nello slug. Batch-10 verificato manualmente su FBref/search result."
"464","batch-10","fc-2279","Romagna","D","Dc","SAS","Sassuolo","2279","1","8","","Romagna Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Romagna%20Sassuolo%20fbref","84594618","Filippo Romagna","https://fbref.com/en/players/84594618/Filippo-Romagna","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Romagna: associato a Filippo Romagna, Sassuolo. Batch-10 verificato manualmente su FBref/search result."
"457","batch-10","fc-7036","Bakola","C","C/T","SAS","Sassuolo","7036","2","7","","Bakola Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Bakola%20Sassuolo%20fbref","57de24a3","Darryl Bakola","https://fbref.com/en/players/57de24a3/Darryl-Bakola","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Bakola: associato a Darryl Bakola, Sassuolo; scartati Kevin/altro Bakola non coerenti. Batch-10 verificato manualmente su FBref/search result."
"455","batch-10","fc-7011","Slotsager","D","Dc","VER","Verona","7011","2","7","","Slotsager Verona fbref","https://fbref.com/en/search/search.fcgi?search=Slotsager%20Verona%20fbref","a20b6f5e","Tobias Slotsager","https://fbref.com/en/players/a20b6f5e/Tobias-Slotsager","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Slotsager: associato a Tobias Slotsager, Verona. Batch-10 verificato manualmente su FBref/search result."
"452","batch-10","fc-2006","Lirola","D","B/Dd/E","VER","Verona","2006","2","7","","Lirola Verona fbref","https://fbref.com/en/search/search.fcgi?search=Lirola%20Verona%20fbref","ff800ed8","Pol Lirola","https://fbref.com/en/players/ff800ed8/Pol-Lirola","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Lirola: associato a Pol Lirola, Verona/Sassuolo/Fiorentina su FBref. Batch-10 verificato manualmente su FBref/search result."
"500","batch-10","fc-7345","Przyborek","C","W/T","LAZ","Lazio","7345","1","6","","Przyborek Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Przyborek%20Lazio%20fbref","8d5d4a98","Adrian Przyborek","https://fbref.com/en/players/8d5d4a98/Adrian-Przyborek","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Przyborek: associato a Adrian Przyborek, Lazio; caratteri polacchi normalizzati nello slug. Batch-10 verificato manualmente su FBref/search result."
"481","batch-10","fc-7319","Fofana Sa.","C","M/C","LEC","Lecce","7319","1","6","","Fofana Sa Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Fofana%20Sa%20Lecce%20fbref","9ed58e6b","Sadik Fofana","https://fbref.com/en/players/9ed58e6b/Sadik-Fofana","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Fofana Sa.: associato a Sadik Fofana; confermato Fantacalcio ID 7319 Lecce, distinta la pagina da Seko/Youssouf/Malick. Batch-10 verificato manualmente su FBref/search result."
"470","batch-10","fc-7165","Liteta","C","M/C","CAG","Cagliari","7165","1","6","","Liteta Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Liteta%20Cagliari%20fbref","319eb631","Joseph Liteta","https://fbref.com/en/players/319eb631/Joseph-Liteta","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Liteta: associato a Joseph Liteta, Cagliari. Batch-10 verificato manualmente su FBref/search result."
"460","batch-10","fc-7222","Cham","D","Dd/Ds/E","VER","Verona","7222","2","6","","Cham Verona fbref","https://fbref.com/en/search/search.fcgi?search=Cham%20Verona%20fbref","aa83c24f","Fallou Cham","https://fbref.com/en/players/aa83c24f/Fallou-Cham","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Cham: associato a Fallou Cham, Verona. Batch-10 verificato manualmente su FBref/search result."
"493","batch-10","fc-418","Goldaniga","D","Dc","COM","Como","418","1","6","","Goldaniga Como fbref","https://fbref.com/en/search/search.fcgi?search=Goldaniga%20Como%20fbref","4b029b31","Edoardo Goldaniga","https://fbref.com/en/players/4b029b31/Edoardo-Goldaniga","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Goldaniga: associato a Edoardo Goldaniga, Como. Batch-10 verificato manualmente su FBref/search result."
"454","batch-10","fc-6555","Moumbagna","A","Pc","CRE","Cremonese","6555","2","5","","Moumbagna Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Moumbagna%20Cremonese%20fbref","58aae0a9","Faris Pemi Moumbagna","https://fbref.com/en/players/58aae0a9/Faris-Pemi-Moumbagna","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Moumbagna: associato a Faris Pemi Moumbagna, Cremonese/Serie A indicata su FBref. Batch-10 verificato manualmente su FBref/search result."
"485","batch-10","fc-2012","Milik","A","Pc","JUV","Juventus","2012","1","5","","Milik Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Milik%20Juventus%20fbref","85613cf0","Arkadiusz Milik","https://fbref.com/en/players/85613cf0/Arkadiusz-Milik","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Milik: associato ad Arkadiusz Milik, Juventus. Batch-10 verificato manualmente su FBref/search result."
"496","batch-10","fc-7357","Lahdo","C","C/T","COM","Como","7357","1","5","","Lahdo Como fbref","https://fbref.com/en/search/search.fcgi?search=Lahdo%20Como%20fbref","b0d2c09a","Adrian Lahdo","https://fbref.com/en/players/b0d2c09a/Adrian-Lahdo","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Lahdo: associato ad Adrian Lahdo, Como; distinto da Mayckel Lahdo. Batch-10 verificato manualmente su FBref/search result."
"497","batch-10","fc-7271","Odogu","D","Dc","MIL","Milan","7271","1","5","","Odogu Milan fbref","https://fbref.com/en/search/search.fcgi?search=Odogu%20Milan%20fbref","6a58d68c","David Odogu","https://fbref.com/en/players/6a58d68c/David-Odogu","confirmed","0.98","FBref","2026-06-05","V382","Nome listone Odogu: associato a David Odogu, Milan. Batch-10 verificato manualmente su FBref/search result."
